"Id","Expected"
"VLOG22_Cons",3.48040272354539
"VLOG22_Emot",5.33805559230504
"VLOG22_Extr",4.97971520432051
"VLOG22_Open",4.6221379007598
"VLOG221_Agr",4.94686475530013
"VLOG221_Cons",4.22525611988661
"VLOG221_Emot",4.27552087280415
"VLOG221_Extr",4.25413926832493
"VLOG221_Open",4.31685710596938
"VLOG222_Agr",4.53240822269407
"VLOG222_Cons",4.8128754301411
"VLOG222_Emot",4.76001096311667
"VLOG222_Extr",4.95525393062494
"VLOG222_Open",4.62939675168048
"VLOG226_Agr",4.63708067861971
"VLOG226_Cons",4.89168034380524
"VLOG226_Emot",4.94493619591071
"VLOG226_Extr",2.60674826701924
"VLOG226_Open",4.1697325834242
"VLOG227_Agr",5.56362746319262
"VLOG227_Cons",5.01632333397658
"VLOG227_Emot",5.3506362338346
"VLOG227_Extr",5.15920827821143
"VLOG227_Open",5.04394023630853
"VLOG235_Agr",4.29415984210571
"VLOG235_Cons",4.91062195808302
"VLOG235_Emot",4.73370732903464
"VLOG235_Extr",4.53397480858709
"VLOG235_Open",4.84300557568102
"VLOG236_Agr",4.39140709576198
"VLOG236_Cons",4.50318071250506
"VLOG236_Emot",4.81016531183016
"VLOG236_Extr",3.91450974965504
"VLOG236_Open",4.44889506751436
"VLOG237_Agr",4.26581612359737
"VLOG237_Cons",4.4871419572469
"VLOG237_Emot",4.46576810297472
"VLOG237_Extr",4.57726855972511
"VLOG237_Open",4.62611599552601
"VLOG243_Agr",4.78144725793956
"VLOG243_Cons",4.75327807540046
"VLOG243_Emot",4.9768702544393
"VLOG243_Extr",5.30304575929016
"VLOG243_Open",5.54930988954859
"VLOG248_Agr",4.5716478542306
"VLOG248_Cons",4.39768584448465
"VLOG248_Emot",4.79111781115632
"VLOG248_Extr",4.39514148003803
"VLOG248_Open",4.55432144159297
"VLOG250_Agr",4.6475047912091
"VLOG250_Cons",5.0647508092925
"VLOG250_Emot",5.03880137418434
"VLOG250_Extr",4.22167192768193
"VLOG250_Open",4.41919813664439
"VLOG255_Agr",4.82675464224275
"VLOG255_Cons",4.43117034134656
"VLOG255_Emot",4.70316191282078
"VLOG255_Extr",4.59987100685783
"VLOG255_Open",4.73712268453908
"VLOG265_Agr",5.32122425834804
"VLOG265_Cons",5.28292386335051
"VLOG265_Emot",5.21356114140323
"VLOG265_Extr",3.61870584548453
"VLOG265_Open",4.66762410524327
"VLOG276_Agr",4.82862904962225
"VLOG276_Cons",4.5198309165437
"VLOG276_Emot",4.24304149568115
"VLOG276_Extr",3.10104603203292
"VLOG276_Open",4.15684887393444
"VLOG28_Agr",4.3533325867251
"VLOG28_Cons",4.7675048896323
"VLOG28_Emot",4.54809290985159
"VLOG28_Extr",2.94799116712978
"VLOG28_Open",4.37713047525623
"VLOG282_Agr",5.80743652935168
"VLOG282_Cons",4.97518925642881
"VLOG282_Emot",5.58611736376727
"VLOG282_Extr",5.15289785016034
"VLOG282_Open",5.09422842032471
"VLOG289_Agr",5.88527164378609
"VLOG289_Cons",4.68980517439503
"VLOG289_Emot",5.65678490550508
"VLOG289_Extr",4.95191854177246
"VLOG289_Open",5.64925756216308
"VLOG29_Agr",4.68559883839213
"VLOG29_Cons",4.3048109894711
"VLOG29_Emot",4.70884330146391
"VLOG29_Extr",4.84261058667128
"VLOG29_Open",4.4885958816545
"VLOG303_Agr",4.90267286101207
"VLOG303_Cons",4.24892966300578
"VLOG303_Emot",5.08139223358645
"VLOG303_Extr",4.50888418486549
"VLOG303_Open",5.37969674146927
"VLOG305_Agr",4.72070072606631
"VLOG305_Cons",3.9106718830447
"VLOG305_Emot",4.58997441791979
"VLOG305_Extr",4.82955734159393
"VLOG305_Open",4.66101696441126
"VLOG319_Agr",5.28241914447692
"VLOG319_Cons",3.40235020825603
"VLOG319_Emot",4.29864183071076
"VLOG319_Extr",3.20118971494157
"VLOG319_Open",3.54156406284323
"VLOG320_Agr",5.26349492195396
"VLOG320_Cons",5.33825271830588
"VLOG320_Emot",5.96073454016834
"VLOG320_Extr",5.66430849270893
"VLOG320_Open",5.65281304192679
"VLOG321_Agr",4.04832651054995
"VLOG321_Cons",4.77605543301862
"VLOG321_Emot",4.16039107576765
"VLOG321_Extr",5.32857788961762
"VLOG321_Open",4.55274072258633
"VLOG328_Agr",4.96349346533438
"VLOG328_Cons",4.5098471194462
"VLOG328_Emot",4.83162978625822
"VLOG328_Extr",4.46809796447681
"VLOG328_Open",4.501713654939
"VLOG331_Agr",5.19618834108929
"VLOG331_Cons",4.71822805632847
"VLOG331_Emot",5.17295089538691
"VLOG331_Extr",3.73295229708536
"VLOG331_Open",4.4664950163568
"VLOG340_Agr",4.7079362220296
"VLOG340_Cons",5.02253079144903
"VLOG340_Emot",4.89390191420151
"VLOG340_Extr",4.32892739196084
"VLOG340_Open",4.33666100199927
"VLOG344_Agr",3.49500028428469
"VLOG344_Cons",4.80442454314779
"VLOG344_Emot",4.08830604516407
"VLOG344_Extr",4.58784491879389
"VLOG344_Open",4.62785182872147
"VLOG350_Agr",4.00778368222806
"VLOG350_Cons",4.16913068957655
"VLOG350_Emot",4.50830330047626
"VLOG350_Extr",4.5489976025197
"VLOG350_Open",4.25363262311337
"VLOG358_Agr",5.30962583517445
"VLOG358_Cons",4.4550838959073
"VLOG358_Emot",4.95996938281932
"VLOG358_Extr",5.89290804802552
"VLOG358_Open",4.89856780740997
"VLOG359_Agr",5.14735583304922
"VLOG359_Cons",5.55886795849897
"VLOG359_Emot",4.92310581819579
"VLOG359_Extr",2.89339088988958
"VLOG359_Open",4.31688809325782
"VLOG363_Agr",4.00260876410361
"VLOG363_Cons",4.67363205480208
"VLOG363_Emot",4.07354982575467
"VLOG363_Extr",4.52949216438802
"VLOG363_Open",4.35394149914682
"VLOG374_Agr",5.49349623772483
"VLOG374_Cons",4.90732588414118
"VLOG374_Emot",4.76493924210456
"VLOG374_Extr",4.19873331247075
"VLOG374_Open",4.78616754472174
"VLOG377_Agr",4.31267288465619
"VLOG377_Cons",3.49310178544085
"VLOG377_Emot",4.30423007736273
"VLOG377_Extr",3.99298088317729
"VLOG377_Open",4.30973000620981
"VLOG381_Agr",3.19070018181919
"VLOG381_Cons",4.47672028565375
"VLOG381_Emot",3.97211609577558
"VLOG381_Extr",4.27313665080966
"VLOG381_Open",4.26885030791994
"VLOG39_Agr",5.44065544896677
"VLOG39_Cons",4.82027758576206
"VLOG39_Emot",5.56466474261643
"VLOG39_Extr",4.84530696147104
"VLOG39_Open",4.8153722344092
"VLOG390_Agr",4.19621467172722
"VLOG390_Cons",4.12252395465625
"VLOG390_Emot",4.31084667666045
"VLOG390_Extr",4.44967089827807
"VLOG390_Open",4.61998331116079
"VLOG392_Agr",4.83087155161687
"VLOG392_Cons",4.24420684040471
"VLOG392_Emot",4.60072280355172
"VLOG392_Extr",4.469286682481
"VLOG392_Open",4.45699989753281
"VLOG406_Agr",4.35280544185939
"VLOG406_Cons",3.9822144226423
"VLOG406_Emot",4.31459136680821
"VLOG406_Extr",4.28686731338348
"VLOG406_Open",4.28934152754939
"VLOG414_Agr",4.85047126114097
"VLOG414_Cons",4.40706341400809
"VLOG414_Emot",5.16671378205951
"VLOG414_Extr",5.34821800245642
"VLOG414_Open",5.22606617100981
"VLOG419_Agr",4.6249594303453
"VLOG419_Cons",5.64519468175418
"VLOG419_Emot",4.56477552947087
"VLOG419_Extr",3.84047782126712
"VLOG419_Open",4.46095399084323
"VLOG420_Agr",4.99025520807603
"VLOG420_Cons",4.25722923968564
"VLOG420_Emot",5.08005647316504
"VLOG420_Extr",5.07581318363877
"VLOG420_Open",4.54043300616675
"VLOG433_Agr",4.1967298913365
"VLOG433_Cons",4.29233943658287
"VLOG433_Emot",4.65932928245257
"VLOG433_Extr",4.83490205874639
"VLOG433_Open",4.50628258388285
"VLOG438_Agr",5.41458444017939
"VLOG438_Cons",3.89607152425961
"VLOG438_Emot",4.53578036001911
"VLOG438_Extr",3.7522274487678
"VLOG438_Open",4.39171739696238
"VLOG439_Agr",5.55599782771073
"VLOG439_Cons",4.42208465060204
"VLOG439_Emot",5.14186975539462
"VLOG439_Extr",4.91513471115738
"VLOG439_Open",5.22413013924687
"VLOG441_Agr",5.16804326791638
"VLOG441_Cons",4.18648859679928
"VLOG441_Emot",5.01869264511334
"VLOG441_Extr",4.48879680069562
"VLOG441_Open",4.22046411845454
"VLOG48_Agr",3.84522886166652
"VLOG48_Cons",4.161261996218
"VLOG48_Emot",4.36128188553045
"VLOG48_Extr",4.62783458989265
"VLOG48_Open",5.07071382498068
"VLOG55_Agr",3.29425066164741
"VLOG55_Cons",4.54689225167353
"VLOG55_Emot",4.38814988761173
"VLOG55_Extr",4.36282221301111
"VLOG55_Open",4.49876360280373
"VLOG57_Agr",4.06734563418915
"VLOG57_Cons",4.34958996452958
"VLOG57_Emot",4.5844501951223
"VLOG57_Extr",4.41632489296418
"VLOG57_Open",4.61169315715732
"VLOG59_Agr",4.42590821388702
"VLOG59_Cons",3.31802103863077
"VLOG59_Emot",4.16897014939708
"VLOG59_Extr",3.75257075885221
"VLOG59_Open",3.89684204803867
"VLOG60_Agr",4.83014229339298
"VLOG60_Cons",4.04326389697581
"VLOG60_Emot",4.12291838086737
"VLOG60_Extr",4.72661394517889
"VLOG60_Open",4.7364166348077
"VLOG74_Agr",4.80670122491044
"VLOG74_Cons",3.76041920826756
"VLOG74_Emot",4.44274962971851
"VLOG74_Extr",4.83438254345675
"VLOG74_Open",3.99261104352498
"VLOG77_Agr",3.332911145532
"VLOG77_Cons",3.47844991900627
"VLOG77_Emot",4.09921546111931
"VLOG77_Extr",3.8958571740479
"VLOG77_Open",4.11508735875709
"VLOG8_Agr",4.95831268809009
"VLOG8_Cons",3.77071464710147
"VLOG8_Emot",4.64275788185491
"VLOG8_Extr",5.25247684190169
"VLOG8_Open",5.39965135088802
"VLOG84_Agr",5.87578997990076
"VLOG84_Cons",5.09917101846001
"VLOG84_Emot",5.50623178179681
"VLOG84_Extr",4.77586331619756
"VLOG84_Open",5.18902884051307
"VLOG97_Agr",4.7286154134644
"VLOG97_Cons",5.27535944642541
"VLOG97_Emot",4.79082990417396
"VLOG97_Extr",4.41594739635344
"VLOG97_Open",4.96771763657183
"VLOG98_Agr",5.16286244794262
"VLOG98_Cons",5.14308079052486
"VLOG98_Emot",5.3332078052949
"VLOG98_Extr",5.73575445121698
"VLOG98_Open",6.02212786800887
